code_ref,category,title,price,product_url,image,rating
UyBtIGEgcy,women clothes,"Smash the Patriarchy Baby Bodysuit, Retro Feminist Newborn, Advocate Baby Clothes, Matching Feminist Mom Mommy, Toddler Girl Feminism Gifts",19.54,https://www.etsy.com/listing/1342780416/smash-the-patriarchy-baby-bodysuit-retro?click_key=f8d16ec122f86e50900dd430303c8e874f84d08b%3A1342780416&click_sum=e91114fb&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-779822-18-7&pro=1&sts=1,https://i.etsystatic.com/31122404/r/il/c6d4df/4331522269/il_340x270.4331522269_hn0e.jpg,4.966
UyB3IGkgdC,women clothes,"Switzerland, Women's Rash Guard, Swiss Flag Rashguard For Girls, Cute Rashgurads, Girls Rashguard Shirts, Girls Long Sleeve rash Guards",42.50,https://www.etsy.com/listing/1357527688/switzerland-womens-rash-guard-swiss-flag?click_key=840a7e6642adff1796016cfd2bd29b68260eaa77%3A1357527688&click_sum=ded9a8c9&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-779822-18-8&frs=1&sts=1,https://i.etsystatic.com/23113670/r/il/00431e/4437815238/il_340x270.4437815238_94ql.jpg,3.4
VyBvIG0gZS,women clothes,Women's Long Sleeve Chiffon Button Up Blouse Circle Dots Design Formal Dress Shirt Clothing For Females Work Office Clothes New,29.67,https://www.etsy.com/listing/1417118264/womens-long-sleeve-chiffon-button-up?click_key=e605b576c2e9ec272aceac3411b4e0c4fa0aa767%3A1417118264&click_sum=328189a4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-890122-19-1&frs=1,https://i.etsystatic.com/23510557/r/il/6ee42c/4738010809/il_340x270.4738010809_oniy.jpg,4.5073
SSAgIGEgbS,women clothes,I am a slut for tacos I'm a tac-hoe | Taco Lover | Adult crop t-shirt | Short shirt | Mexican food | Women’s Crop Tee,22.50,https://www.etsy.com/listing/1405594090/i-am-a-slut-for-tacos-im-a-tac-hoe-o?click_key=1aa3891e346b7a7e5f9e05c233bab123755767ff%3A1405594090&click_sum=2f84c69e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-890122-19-2,https://i.etsystatic.com/20697865/r/il/8c0546/4685943231/il_340x270.4685943231_revm.jpg,3
UiBvIHIgeS,women clothes,Rory Gilmore Core Aesthetic Mystery Box Bundle Clothing Clothes Style Gift for Her Accessories Old Clothes Jewelry College School Academia,65.00,https://www.etsy.com/listing/1282792082/rory-gilmore-core-aesthetic-mystery-box?click_key=bea3b29fcf1c99ce0c60a3401f753a2452f4936b%3A1282792082&click_sum=157f7eeb&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-890122-19-3&frs=1,https://i.etsystatic.com/36067413/c/978/777/71/71/il/9e4744/4126152582/il_340x270.4126152582_c20x.jpg,4.6333
UCBlIHIgcy,women clothes,"Personalized Native American Women Shirt, Never Underestimate An Old Woman with Native Blood Sweatshirt, Who Was Born in Custom Month",15.99,https://www.etsy.com/listing/1320206620/personalized-native-american-women-shirt?click_key=5af7af583db114b7b39d318357654dc0c2bdd922%3A1320206620&click_sum=11630f24&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-890122-19-4&frs=1&sts=1,https://i.etsystatic.com/5748386/r/il/57656b/4292255438/il_340x270.4292255438_ir1z.jpg,4.8368
SyBlIHcgYy,women clothes,Kewcraft/100% mulberry silk bat sleeve blouse/oversize silk dress/silk kimono/Peony Silk Dresses/Oversize dress/silk clothes/gift for her,174.90,https://www.etsy.com/listing/1097452269/kewcraft100-mulberry-silk-bat-sleeve?click_key=0d757d1bf2856de80826d49c6d95c405b39b2ba3%3A1097452269&click_sum=8c04b1ff&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-890122-19-5&pro=1&frs=1,https://i.etsystatic.com/23561089/r/il/febceb/3425900709/il_340x270.3425900709_sgbf.jpg,4.8085
UyBoIGkgci,women clothes,"Shirts for Girls, Toddler Girl Clothes, My Mom Wonders Where I get My Attitude From Duh You Girlfriend Toddler Girl Shirts",15.29,https://www.etsy.com/listing/1312249628/shirts-for-girls-toddler-girl-clothes-my?click_key=d1257df07b5c2d1b263ff0d169a3b9772917bc18%3A1312249628&click_sum=6fcdddca&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-890122-19-6&pro=1,https://i.etsystatic.com/30277949/c/1234/981/290/432/il/bdf208/4275663014/il_340x270.4275663014_gy47.jpg,4.5763
UyBBIEwgRS,women clothes,SALE! Camouflage Shorts Summer Clothes For Women 2022 Multi-Pocket Splice Loose Tassel Decorate Trendy Women's Five-Point Pants,40.50,https://www.etsy.com/listing/1249792259/sale-camouflage-shorts-summer-clothes?click_key=61aaeaadb1ed4b196a9a4aa96ecbd41812c5d99b%3A1249792259&click_sum=36aa735a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-890122-19-7&pro=1&frs=1,https://i.etsystatic.com/12126531/r/il/c3248b/3984832933/il_340x270.3984832933_61m0.jpg,3.6667
RiBpIHQgdC,women clothes,"Fitted top, Long sleeved festival clothes, Spring blouse for her, Boho wear for women, Maroon woman shirt Open ruffle neck Bordeaux clothing",51.83,https://www.etsy.com/listing/508704819/fitted-top-long-sleeved-festival-clothes?click_key=2ec6ade0b03376f40def2c02cb8d2faace339b8f%3A508704819&click_sum=1d4c1db5&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-890122-19-8&frs=1,https://i.etsystatic.com/14403502/r/il/fa2e92/1188062547/il_340x270.1188062547_adxj.jpg,4.8639
QSBmIGcgaC,women clothes,Afghan dress handmade traditional afghani dress afghan clothes salwar kameez dupatta complete set ha Pakistani indian tribal kuchi dress,132.99,https://www.etsy.com/listing/1203530966/afghan-dress-handmade-traditional?click_key=9d91333974dc9fae01d57cb885fcde045d6ade0e%3A1203530966&click_sum=93505532&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-1000422-20-1&pro=1,https://i.etsystatic.com/16444502/r/il/0c9e88/3864835033/il_340x270.3864835033_e7nt.jpg,4.1297
VCBoIGUgIC,women clothes,"The Essential Crochet Sweater Crochet Pattern, PDF pattern, women's winter cardigan,  fits all sizes,  Easy, cardigan, comfy, oversize",1.99,https://www.etsy.com/listing/1180376867/the-essential-crochet-sweater-crochet?click_key=91e67d56d5ed4e900b42e7db75278a67297ce4f7%3A1180376867&click_sum=d4b2b88e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-1000422-20-2,https://i.etsystatic.com/16155314/r/il/552b9b/3721646695/il_340x270.3721646695_tiie.jpg,4.9172
QSBuIHQgaS,women clothes,"Antique Ottoman Dress, Turkish Folk Dress Chapan, Wedding Dress, Embroidery Clothes, Embroidered Women Folk Costume Ethnic Dress 06",52.00,https://www.etsy.com/listing/992029813/antique-ottoman-dress-turkish-folk-dress?click_key=d2575ac96781bcf98c87c6c780e734662cdfc5bc%3A992029813&click_sum=ce1e97f9&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-1000422-20-3&frs=1,https://i.etsystatic.com/23979836/r/il/409dfe/2981884054/il_340x270.2981884054_hdqo.jpg,4.8281
VCBhIG4gZy,women clothes,"Tango dress cutout back, animal geometric print dress, Women Tango clothes",120.32,https://www.etsy.com/listing/1315359244/tango-dress-cutout-back-animal-geometric?click_key=d9061db07176439a6def8fe28d9be35339c1c5b9%3A1315359244&click_sum=32ad4637&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-1000422-20-4,https://i.etsystatic.com/8890571/c/3000/2451/0/0/il/e8d448/4318127271/il_340x270.4318127271_scco.jpg,5
UyBvIGYgdC,women clothes,"Soft gal purple crop top, crop top, women's clothes",19.99,https://www.etsy.com/listing/859795754/soft-gal-purple-crop-top-crop-top-womens?click_key=1cf7e317d5f7632c5963bb7f67d5bfbe7672f14c%3A859795754&click_sum=1c276f1f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-1000422-20-5,https://i.etsystatic.com/23036078/c/2250/1788/0/519/il/9eb9bc/2586412951/il_340x270.2586412951_nv3p.jpg,3.7727
ViBpIG4gdC,women clothes,Vintage 80s Does 40s Style Inspired Navy Blue Wool Jacket / Fully Lined / Made in the USA / Women's Size 14 Large,75.00,https://www.etsy.com/listing/497201759/vintage-80s-does-40s-style-inspired-navy?click_key=cb07eae03fe00f994a602bfa3534fcaafdab25c8%3A497201759&click_sum=f9253ee4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-1000422-20-6&frs=1&sts=1,https://i.etsystatic.com/9855887/c/1500/1192/0/32/il/f4d746/1146844735/il_340x270.1146844735_m8cg.jpg,4.8984
TSB1IHIgZC,women clothes,Murder Shows and Comfy Clothes T-shirt- murder shows shirt-funny adult shirt- funny parents shirt-crime shirt-T-shirt gift-crime show shirt,20.00,https://www.etsy.com/listing/1028410962/murder-shows-and-comfy-clothes-t-shirt?click_key=91cd6adeb734ceec23fce781948d680d2db4c789%3A1028410962&click_sum=cc06b375&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-1000422-20-7&pro=1&frs=1,https://i.etsystatic.com/13937226/r/il/2ad52c/3217551531/il_340x270.3217551531_8xjf.jpg,4.8919
TCBpIG4gZy,women clothes,Lingerie - Sewing - Women's Clothes - Sewing Techniques - Women's Underwear - Nightgowns,14.99,https://www.etsy.com/listing/1323932195/lingerie-sewing-womens-clothes-sewing?click_key=e758ef03a20cf2dfa1cf55629ccf0003d63cca97%3A1323932195&click_sum=eee5713a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=women+clothes&ref=search_grid-1000422-20-8&sts=1,https://i.etsystatic.com/16229638/c/1700/1351/0/0/il/f2f206/4293689037/il_340x270.4293689037_f7hw.jpg,4.8085
MSA5IDUgNi,Electronics,1956 vintage rare popular electronics magazine december 1956 u112,9.99,https://www.etsy.com/listing/859197599/1956-vintage-rare-popular-electronics?click_key=57b2bd028bc97b839c4a295323a2907d633aace6%3A859197599&click_sum=2fb6d1fa&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-129052-1-1&sts=1,https://i.etsystatic.com/22956401/r/il/b866c2/4265906097/il_340x270.4265906097_o5rm.jpg,4.8959
VSBuIGQgZS,Electronics,"Understanding Telephone Electronics, Radio Shack - Softcover 1983",4.12,https://www.etsy.com/listing/1227891603/understanding-telephone-electronics?click_key=64ce8f88093003f3cbc96c89fa1071cb0257d9c6%3A1227891603&click_sum=fb21c98f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-129052-1-2&pro=1&sts=1,https://i.etsystatic.com/26840734/r/il/ab3c37/3903705555/il_340x270.3903705555_j5mw.jpg,4.9512
RSBsIGUgYy,Electronics,"Electronics Cheat Sheet Poster, Vintage Knowledge Wall Art, Electricity Knowledge, Gift For Electrician, Fixing Electricity Poster",16.00,https://www.etsy.com/listing/1362331577/electronics-cheat-sheet-poster-vintage?click_key=4600599d222df76745f00a79626c41f282c904bf%3A1362331577&click_sum=f52248f7&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-129052-1-3&pro=1&frs=1&sts=1,https://i.etsystatic.com/5411917/c/2158/1715/359/285/il/34bbc9/4407745678/il_340x270.4407745678_b05l.jpg,4.8333
QyBhIHIgZi,Electronics,Carfax Vehicle History Report FREE AUTOCHECK Included,9.00,https://www.etsy.com/listing/1281592802/carfax-vehicle-history-report-free?click_key=2e1fc4d35d03d855aed3dc4a00b570ea429d88a9%3A1281592802&click_sum=aba05048&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-129052-1-4&bes=1&sts=1,https://i.etsystatic.com/37304854/r/il/2779c3/4120811640/il_340x270.4120811640_oct4.jpg,4.9355
SCB1IGcgZS,Electronics,Huge popular electronics magazine 611 issues on 2 data dvds 1954-2003 pdf files,13.99,https://www.etsy.com/listing/995755077/huge-popular-electronics-magazine-611?click_key=c19cb32bc4946450813564a6e5fa0d40b03652cb%3A995755077&click_sum=c294fcc2&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-129052-1-5&frs=1,https://i.etsystatic.com/14234548/r/il/7dc0c0/3043074521/il_340x270.3043074521_f0co.jpg,4.8
TiBvIHYgYS,Electronics,Nova Rgb 11 Color (12mm Switch) Electronics Kit- FREE DOMESTIC SHIPPING,99.00,https://www.etsy.com/listing/742569649/nova-rgb-11-color-12mm-switch?click_key=9be14509b384a3f5628d3dcd9b2cf6747b057fdd%3A742569649&click_sum=f369a705&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-129052-1-6&frs=1,https://i.etsystatic.com/12488414/r/il/3cf946/2426320889/il_340x270.2426320889_p413.jpg,4.933
RSBsIGUgYy,Electronics,Electronics Digital Cut Files - Digital Files - Electronics SVG - Electronics DXF - Electronics EPS - Electronics png - Vector - Clipart,3.00,https://www.etsy.com/listing/551123471/electronics-digital-cut-files-digital?click_key=20c5864b74132a53c98c516895317f21317cdda6%3A551123471&click_sum=85129bc9&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-129052-1-7,https://i.etsystatic.com/8776365/c/1800/1429/0/0/il/798a40/1270607242/il_340x270.1270607242_e0g7.jpg,4.9609
ViBpIG4gdC,Electronics,Vintage Soviet wrist watch unisex Electronics 53,30.00,https://www.etsy.com/listing/1136990429/vintage-soviet-wrist-watch-unisex?click_key=88e79c81723a5136c5f21aef07a83ac9b0612731%3A1136990429&click_sum=96a395d8&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-129052-1-8,https://i.etsystatic.com/28075034/r/il/62c025/3571192899/il_340x270.3571192899_fd4d.jpg,4.7431
RSBsIGUgYy,Electronics,Electronics Audio Music Tesla Coil Module Multifunctional Plasma Speaker Sound Solid Science Experimental Toy with BT,83.65,https://www.etsy.com/listing/1063867166/electronics-audio-music-tesla-coil?click_key=a9224eb3f1b2b570b8e38c618c19f11105167624%3A1063867166&click_sum=b57a0288&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-239352-2-2&frs=1,https://i.etsystatic.com/17537490/r/il/3e42d9/3302542738/il_340x270.3302542738_aw5v.jpg,4.1667
VCBpIGsgIC,Electronics,Tik Tok Freshie,8.00,https://www.etsy.com/listing/1046032872/tik-tok-freshie?click_key=424cec07d1368ce6ac15da8590dc12e14fd8d1d5%3A1046032872&click_sum=7760b3a4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-239352-2-3,https://i.etsystatic.com/27534565/r/il/ad5162/4215629201/il_340x270.4215629201_7ypd.jpg,4.9231
ViBpIG4gdC,Electronics,"Vintage Electronics Illustrated Volume 11 No. 1 January 1968, Fawcett Publications, Vintage 1968 Electronics Magazine, Vintage Electronics",31.20,https://www.etsy.com/listing/1248787765/vintage-electronics-illustrated-volume?click_key=6ecb17d531abaa8a5f043801032939864582d194%3A1248787765&click_sum=eedd7f32&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-239352-2-4,https://i.etsystatic.com/22143148/c/2244/1783/0/383/il/9d3fc2/4666713603/il_340x270.4666713603_1t08.jpg,4.9216
TiBhIHYgeS,Electronics,Navy ET Long Sleeve Shirt  - Coyote Brown Military Uniform Shirt - Electronics Technician,27.00,https://www.etsy.com/listing/816410527/navy-et-long-sleeve-shirt-coyote-brown?click_key=ef11567ce73a6eba60cc504c31cc885d4384c178%3A816410527&click_sum=f44b218f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-239352-2-5,https://i.etsystatic.com/22309367/c/1800/1430/0/76/il/84f117/2334923604/il_340x270.2334923604_f8c9.jpg,4.9437
ViBpIG4gdC,Electronics,Vintage Ideal Electronics Am Solid State Electric Clock Radio Maverick 1 92973 Box,16.00,https://www.etsy.com/listing/896914181/vintage-ideal-electronics-am-solid-state?click_key=ff5a900fa9fc92740c67d33ab420db3c992e2eda%3A896914181&click_sum=7532aeb9&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-239352-2-6&pro=1,https://i.etsystatic.com/9367134/r/il/5f8f72/2677804543/il_340x270.2677804543_qdj8.jpg,4.8411
RSBsIGUgYy,Electronics,Electronic Devices Circuits and Applications | Hardback Book | Vintage Collectables | Book for Dad | Electronics Book | Educational Book |,38.87,https://www.etsy.com/listing/894372893/electronic-devices-circuits-and?click_key=38e4267cd41e8eeeb09ef1418b975b5010e03e61%3A894372893&click_sum=f88a6abb&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-239352-2-7,https://i.etsystatic.com/23545321/r/il/922a52/2619963994/il_340x270.2619963994_87nb.jpg,4.9266
SCB1IGcgZS,Electronics,Huge electronics world magazines 164 issues on 4gb data dvd pdf files,9.95,https://www.etsy.com/listing/995180737/huge-electronics-world-magazines-164?click_key=ab74de2fc25c15b65b07b0116f90269864e50f2c%3A995180737&click_sum=d0977396&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-239352-2-8&frs=1,https://i.etsystatic.com/14234548/c/1418/1127/0/0/il/dd8d69/3071157501/il_340x270.3071157501_623v.jpg,4.8
RSBsIGUgYy,Electronics,"Electronics Boxes, 36 Mallory Electronics Boxes, Small Electronics Boxes",6.00,https://www.etsy.com/listing/870640003/electronics-boxes-36-mallory-electronics?click_key=e144431bf3ffbf3ad2211c7a88c1357b3ac5a1b3%3A870640003&click_sum=3da0460a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-349652-3-1&sts=1,https://i.etsystatic.com/18901695/r/il/830d19/2527109154/il_340x270.2527109154_rrxq.jpg,4.975
UyBlIHQgIC,Electronics,"Set of 2 Vintage Toggle Switches, Soviet toggle switch On/Off, USSR Electrical supply, Retro electronics, Industrial decor, Steampunk supply",14.00,https://www.etsy.com/listing/1232861260/set-of-2-vintage-toggle-switches-soviet?click_key=48754094f5aeb06fb09d9476885da9963e9dc2ef%3A1232861260&click_sum=8996252d&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-349652-3-2&sts=1,https://i.etsystatic.com/14628268/c/1316/1046/61/208/il/7240d8/2324721536/il_340x270.2324721536_8m9k.jpg,5
UCBhIGwgbS,Electronics,"Palm Leaves Zipper Pouch, Pink Tropical Makeup Bag, Travel Pouch, Electronics Holder, Cosmetic Bag, Accessory Bag, Gift For Her",16.00,https://www.etsy.com/listing/1401594155/palm-leaves-zipper-pouch-pink-tropical?click_key=96ce845b0b6cfacc33d961e9bd6dd13daffd1a85%3A1401594155&click_sum=73545f49&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-349652-3-3&sca=1&sts=1,https://i.etsystatic.com/9751478/r/il/419347/4605334025/il_340x270.4605334025_9vht.jpg,4.991
RSBsIGUgYy,Electronics,Electronics Technician T-Shirt Electronics Technician Funny Definition T-Shirt For Men Women,19.95,https://www.etsy.com/listing/1264792254/electronics-technician-t-shirt?click_key=f3bae690e9f97acd2573d52b1a66ea3c0d2657b7%3A1264792254&click_sum=959dbcf7&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-349652-3-4,https://i.etsystatic.com/24205552/r/il/c55500/4052460624/il_340x270.4052460624_o5r1.jpg,4.8025
UyBrIHkgbC,Electronics,Skylanders sure shot shroom boom,3.00,https://www.etsy.com/listing/1184278323/skylanders-sure-shot-shroom-boom?click_key=aabda7e2daf3dddb2e37a99a8064b326184a48f6%3A1184278323&click_sum=6b1e063c&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-349652-3-5&cns=1,https://i.etsystatic.com/32226768/r/il/f4fd97/3689555786/il_340x270.3689555786_mcap.jpg,4.7222
VSBTICAgTi,Electronics,"US Navy Aviation Electronics Technician 14""",91.00,https://www.etsy.com/listing/500158289/us-navy-aviation-electronics-technician?click_key=958812f71946e1058d93aede10a5e7cd00909da6%3A500158289&click_sum=d84baa97&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-349652-3-6&frs=1&sts=1,https://i.etsystatic.com/11310902/r/il/1af1c4/1108041970/il_340x270.1108041970_r0sm.jpg,4.7816
SCB1IGcgZS,Electronics,Huge electronics world magazines 164 issues on 4gb usb flash drive pdf files,14.99,https://www.etsy.com/listing/995180831/huge-electronics-world-magazines-164?click_key=d39732c4326366979261fc98aee9c3fc2be54e22%3A995180831&click_sum=69d5c027&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-349652-3-7&frs=1,https://i.etsystatic.com/14234548/c/1600/1271/0/0/il/781e17/3071164341/il_340x270.3071164341_t0x4.jpg,4.8
SCBlIGEgdC,Electronics,"Heat Sinks (18), Computer Parts, Components, Electronics and Robotics, Steampunk Supplies, Scrap Aluminum",23.00,https://www.etsy.com/listing/1333698280/heat-sinks-18-computer-parts-components?click_key=4cf1bb71cac0723dd9e66868d57ff060d680dfac%3A1333698280&click_sum=03409eec&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-349652-3-8&frs=1,https://i.etsystatic.com/26160991/r/il/9489df/4350740338/il_340x270.4350740338_ewc2.jpg,4.9483
NyBIIC0gIC,Electronics,"7H- 3 gernsbeck library books- transistor products, test instruments for electronics, radio servicing made easy",9.90,https://www.etsy.com/listing/1335954869/7h-3-gernsbeck-library-books-transistor?click_key=60e107257d310df2b2129d96d33668970d053f3d%3A1335954869&click_sum=5d268db0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-459952-4-1,https://i.etsystatic.com/16555435/r/il/435911/4299744056/il_340x270.4299744056_lvp7.jpg,4.9
TSBpIG4gbi,Electronics,"Minnie Mouse mouse Pad With Wrist Rest, Minnie Mouse, Mouse Pad, computer,  electronics, accessories,",38.48,https://www.etsy.com/listing/1456632783/minnie-mouse-mouse-pad-with-wrist-rest?click_key=d9aedfc321327e36dab476558e53b4185993a14d%3A1456632783&click_sum=64420c31&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-459952-4-2&frs=1,https://i.etsystatic.com/39744276/r/il/8d92ce/4797981190/il_340x270.4797981190_a6tk.jpg,5
TSBvIGQgZS,Electronics,Modern electronics magazine & electronics illustrated magazine over 200 issues! on DVD,9.95,https://www.etsy.com/listing/995736341/modern-electronics-magazine-electronics?click_key=48b426f2c3ef2846cf28ea6dbe7513f72fda8e99%3A995736341&click_sum=543275d5&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-459952-4-3&frs=1,https://i.etsystatic.com/14234548/c/1416/1125/0/0/il/758f9e/3023499700/il_340x270.3023499700_eyeu.jpg,4.8
ViBpIG4gdC,Electronics,"Vintage Toggle Switch with Plug and Socket, Soviet Toggle Switch On/Off, USSR Electrical supply, Steampunk supply, Retro Electronics",14.00,https://www.etsy.com/listing/1249801093/vintage-toggle-switch-with-plug-and?click_key=3cbf099236814dfbbc7d3571b83ca2e2e1511e58%3A1249801093&click_sum=a909e190&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-459952-4-5&sts=1,https://i.etsystatic.com/14628268/c/1231/979/78/126/il/b892bf/2824997215/il_340x270.2824997215_roil.jpg,5
QyBhIHMgaS,Electronics,Casio SF 4000 / Vintage organizer / 80s electronics / vintage calculator / Japan 80s,51.56,https://www.etsy.com/listing/1429733817/casio-sf-4000-vintage-organizer-80s?click_key=dd563f29f8b2835d73ca97f74d7c835f8ea53606%3A1429733817&click_sum=54306ecf&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-459952-4-6&frs=1&sts=1,https://i.etsystatic.com/7345185/r/il/40b81e/4683083572/il_340x270.4683083572_qwuc.jpg,5
QyBvIHYgby,Electronics,"CovoBox™ Electronics Hider™ | Hidden Storage™ Book Box™ Book Hide™ | Router, Cable, Modem, Cords, Outlets, Money, Jewelry | Real Used Books",15.75,https://www.etsy.com/listing/531078732/covobox-electronics-hider-o-hidden?click_key=993c60c9e59747e4e020909f1888fa95b11f9a5b%3A531078732&click_sum=86a5739c&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-459952-4-7&pro=1&frs=1,https://i.etsystatic.com/9489090/c/2048/1626/0/309/il/0bde23/1879540314/il_340x270.1879540314_7g1d.jpg,4.9417
UyB0IGEgci,Electronics,Star Wars Ahsoka Tano Clone wars lightsaber hilts DIY KIT 3D printed prop cosplay(Two Sabers) - No Blades or Electronics,100.00,https://www.etsy.com/listing/782309514/star-wars-ahsoka-tano-clone-wars?click_key=e1e6b50c6fdbccd3f6d330da1ca0eb40e31fde60%3A782309514&click_sum=243b8a44&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-459952-4-8&frs=1,https://i.etsystatic.com/22248595/r/il/75a3e0/2265588500/il_340x270.2265588500_ixvh.jpg,4.2262
UCBhIGwgbS,Electronics,"Palm TX Handheld PDA Organizers X2, Vintage Electronics, Vintage Mac,",70.00,https://www.etsy.com/listing/1074098663/palm-tx-handheld-pda-organizers-x2?click_key=a15a4ba34a6b8a3aedffc8f29a37fb36e608b852%3A1074098663&click_sum=0f73ff25&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-570252-5-1,https://i.etsystatic.com/10208775/r/il/bdb32f/3336168977/il_340x270.3336168977_ribg.jpg,5
UyBvIHYgaS,Electronics,"Soviet calculator Electronics MK 44, ussr computer, ussr electronics, vintage calculator, Vacuum fluorescent display, USSR calculator",20.00,https://www.etsy.com/listing/1177044861/soviet-calculator-electronics-mk-44-ussr?click_key=6f788ffd3c4192f76f518f936c6af01b682b5dde%3A1177044861&click_sum=51d1cc96&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=Electronics&ref=search_grid-570252-5-2&sts=1,https://i.etsystatic.com/28813009/c/1781/1416/632/342/il/ecfa5c/3661436680/il_340x270.3661436680_aa5q.jpg,4.9697
